id,text,date_est,business_hours,cal_week
3194,"Mini Mike is getting slammed. His debates were, perhaps, the worst in presidential debating history. A total phony who disavowed “Stop ; Frisk” after swearing by it for years, and even recently. He horribly overused it, ; then dropped when running as a Dem. A total phony!",2020-02-28T20:25:06Z,business hours,9
3195, LIVE: Press Briefing with Coronavirus Task Force,2020-04-22T22:09:37Z,business hours,17
3196,"The Dems are working hard to take the prized nomination away from Bernie. Back room polis, which Bernie is not very good at. His people will not let it happen again!",2020-02-28T20:28:00Z,business hours,9
3197,. We now have many Ventilators to spare. Thank you to all!,2020-04-23T12:09:54Z,non-business hours,17
3198, President is suspending new immigrant visas to put American communities and workers FIRST as we move towar…,2020-04-23T12:12:46Z,non-business hours,17
3199,Thank you to Harvard and all others!,2020-04-23T12:12:30Z,non-business hours,17
3200,"I am pleased to announce the nomination of (Congressman John Ratcliffe) to be Director of National Intelligence (DNI). Would have completed process earlier, but John wanted to wait until after IG Report was finished. John is an outstanding man of great talent!",2020-02-28T22:24:23Z,business hours,9
3201, President announced that the ; will be performing air shows across America in t…,2020-04-23T12:13:07Z,non-business hours,17
3202, President just signed a proclamation temporarily suspending immigration into the United States. This will…,2020-04-23T12:12:58Z,non-business hours,17
3203,"It was my great honor to be back in South Carolina tonight, with thousands of hardworking American Patriots who believe in Faith, Family, God and Country. Thank you for a beautiful evening! #KAG",2020-02-29T01:58:27Z,business hours,9
3204, Harvard University says President is RIGHT that it would not have been appropriate for them to receive fund…,2020-04-23T12:14:40Z,non-business hours,17
3205,"We did it once, we will quickly do it a second time!",2020-04-23T12:14:09Z,non-business hours,17
3206,Thank you to all of the incredible Law Enforcement Officers in South Carolina tonight. We love you!,2020-02-29T02:00:33Z,non-business hours,9
3207,Please study this closely. We saved many lives with our fast action on CoronaVirus!,2020-04-23T12:16:41Z,non-business hours,17
3208,"I hope we can get Admiral of Texas, who served our Country so well, into the runoff election in #TX! Ronny is strong on Crime and Borders, GREAT for our Military and Vets, and will prot your #A. Get out and vote for Ronny on Tuesday, March rd!",2020-02-29T02:43:24Z,non-business hours,9
3209, It is amazing that I became President of the United States with such a totally corrupt and dishonest Lamestream Media…,2020-04-23T12:18:18Z,non-business hours,17
3210,"A so-called reporter named who bombed so badly in the Presidential Debates that I thought he was going to be immediately fired (a Mini Mike type performance), is now with Fake News A total loser!",2020-02-29T03:00:18Z,non-business hours,9
3211,Fully signed and ready to go!,2020-04-23T12:19:16Z,non-business hours,17
3212,South Carolina was GREAT. A BIG ; REALLY ENTHUSIASTIC CROWD!,2020-02-29T03:25:32Z,non-business hours,9
3213," % Approval Rating in the Republican Party. Thank you! This must also mean that, most importantly, we are doing a goo…",2020-04-23T12:17:46Z,non-business hours,17
3214,THANK YOU SOUTH CAROLINA!,2020-02-29T16:19:16Z,business hours,9
3215,I will be having a White House Press Conference today at : P.M. Thank you!,2020-04-23T20:53:22Z,business hours,17
3216,I will be having a : P.M. Press Conference at the White House to discuss the latest CoronaVirus developments. Thank you!,2020-02-29T17:02:35Z,business hours,9
3217, LIVE: Press Briefing with Coronavirus Task Force,2020-04-23T21:48:05Z,business hours,17
3218,....Bill has my Complete and Total Endorsement!,2020-04-23T23:15:36Z,business hours,17
3219,"Congressman Bill Johnson ( is an incredible fighter for the Great State of Ohio! He’s a proud Veteran and a hard worker who Cares for our Veterans, Supports Small Business, and is Strong on the Border and Second Amendment....",2020-04-23T23:15:35Z,business hours,17
3220,"Congressman Warren Davidson ( is working very hard for the people of Ohio! He’s a strong supporter of our Military, Vets, Second Amendment, and #MAGA Agenda. Warren has my Complete and Total Endorsement!",2020-04-23T23:17:45Z,business hours,17
3221,THANK YOU #CPAC,2020-02-29T23:02:38Z,business hours,9
3222,"....He’s % pro-life, strong on #A and Loves our Military and Vets. Chris has my Complete and Total Endorsement!",2020-04-23T23:19:26Z,business hours,17
3223,"Dana, you are the real deal!",2020-02-29T23:10:24Z,business hours,9
3224,"Congressman John Curtis ( gets things done for Utah! John fights for Small Businesses, will Lower your Taxes, and will prot your Second Amendment. He has my Complete and Total Endorsement!",2020-04-23T23:20:45Z,business hours,17
3225,"Congressman Chris Stewart ( is a tremendous fighter for Utah. He served our Country in the U.S. Air Force, and has been a strong supporter of our #MAGA Agenda....",2020-04-23T23:19:26Z,business hours,17
3226,THE BEST IS YET TO COME!,2020-02-29T23:42:15Z,business hours,9
3227,....My co-chair in Utah and a really great guy. Sean has my Complete and Total Endorsement!,2020-04-23T23:21:57Z,business hours,17
3228,"Sleepy Joe Biden’s victory in the South Carolina Democrat Primary should be the end of Mini Mike Bloomberg’s Joke of a caign. After the worst debate performance in the history of presidential debates, Mini Mike now has Biden split up his very few voters, taking many away!",2020-03-01T00:16:33Z,business hours,9
3229,"Utah Attorney General Sean Reyes ( is a fighter and hard worker for the Great State of Utah. He is a big supporter of our #MAGA Agenda – Strong on Crime, the Second Amendment, and Loves our Law Enforcement....",2020-04-23T23:21:56Z,business hours,17
3230,"Democrats are working hard to destroy the name and reputation of Crazy Bernie Sanders, and take the nomination away from him!",2020-03-01T04:45:36Z,non-business hours,9
3231,"Congressman is doing a tremendous job for the People of Ohio! He’s a proud Veteran and is Strong on the Border, Tough on Crime, the Second Amendment, and Supports Small Business. Brad has my Complete and Total Endorsement!",2020-04-23T23:26:58Z,business hours,17
3232,"Tom Steyer who, other than Mini Mike Bloomberg, spent more dollars for NOTHING than any candidate in history, quit the race today proclaiming how thrilled he was to be a part of the the Democrat Clown Show. Go away Tom and save whatever little money you have left!",2020-03-01T05:30:08Z,non-business hours,9
3233,"I would find it hard to believe that failed presidential candidates Tom Steyer, or Mini Mike Bloombeg, would contribute to the Democrat Party, even against me, after the way they have been treated - laughed at ; mocked. The real poliians ate them up and spit them out!",2020-03-01T05:39:39Z,non-business hours,9
3234,"Congressman is doing a GREAT job for the People of Ohio! He will always Prot your #A, Defend our Borders, and Support Small Business – a great supporter of the #MAGA Agenda. Troy has my Complete and Total Endorsement!",2020-04-23T23:28:40Z,business hours,17
3235,"Congressman is a strong supporter and fighter for the People of Ohio! He will help us #MAGA! He’s Strong on the Border, Tough on Crime, will Prot our Vets, and our GREAT Second Amendment. Mike has my Complete and Total Endorsement!",2020-04-23T23:32:25Z,business hours,17
3236,.....a very dark and lonely path! Your reputation will never be the same!,2020-03-01T13:23:38Z,non-business hours,9
3237,"Mini Mike Bloomberg’s consultants and so-called “advisors”(how did that advice work out? Don’t ask!), are on the “gravy train” and all making a fortune for themselves pushing Mini hard, when they knew he never had what it takes. Don’t pay them anymore Mike, they led you down....",2020-03-01T13:23:34Z,non-business hours,9
3238,"Congressman Bill Posey is a tremendous fighter for the Great State of Florida. He is a big supporter of our #MAGA Agenda – Strong on Crime, the Second Amendment, and Loves our Veterans and Law Enforcement. Bill has my Complete and Total Endorsement!",2020-04-23T23:34:55Z,business hours,17
3239,"Congressman is doing a terrific job for the People of Ohio! He defends our Borders, Supports our Veterans, Strong on Crime, and the Second Amendment. Steve has my Complete and Total Endorsement!",2020-04-23T23:35:48Z,business hours,17
3240,"The food is GREAT at Sammy’s Mexican Grill in Phoenix, Arizona. Congratulations to Betty ; Jorge Rivas on doing such a wonderful job. I will try hard to stop by the next time I am in Phoenix. Support Sammy’s!",2020-03-01T15:11:11Z,business hours,9
3241,"Governor is a tremendous fighter for the incredible people of West Virginia. Big Jim is strong on Life, the Second Amendment, and Building the Wall! With Governors like Jim, America will recover and get back to business. Jim has my Complete and Total Endorsement!",2020-04-23T23:54:54Z,business hours,17
3242,"A Poll in today’s New York Post says that % of “U.S. adults have confidence in their government’s ability to handle the Coronavirus (Number One), compared to other health threats.” % for Zika, % for Ebola. Others way down on list. Our professionals are doing a great job!",2020-03-01T20:17:46Z,business hours,9
3243, President ; the entire Admin are pleased at the passage of the Paycheck Protion Program in the House. I…,2020-04-24T04:18:10Z,non-business hours,17
3244,Disgraceful. Should join the Republican Party!,2020-04-24T04:17:52Z,non-business hours,17
3245,“Who better than who got to the bottom of the FISAGATE ; RUSSIAGATE HOAX. It makes a lot of sense to put John Ratcliffe in there (DNI).The Senate should quickly approve him. John will do a great job for the American people!,2020-03-01T21:00:52Z,business hours,9
3246," “At a time when many Americans are enduring significant economic challenges, this bill will help small business and keep…",2020-04-24T04:20:37Z,non-business hours,17
3247,"People are disgusted and embarrassed by the Fake News Media, as headed by the ; MSDNC, and more. They no longer believe what they see and read, and for good reason. Fake News is, indeed, THE ENEMY OF THE PEOPLE!",2020-03-01T21:13:29Z,business hours,9
3248,"Pete Buttigieg is OUT. All of his SuperTuesday votes will go to Sleepy Joe Biden. Great timing. This is the REAL beginning of the Dems taking Bernie out of play - NO NOMINATION, AGAIN!",2020-03-01T23:43:34Z,business hours,9
3249," Yesterday, I had the privilege of visiting in Wisconsin to see American industry and American workers at thei…",2020-04-24T04:28:01Z,non-business hours,17
